API名称,语言,SDK变更版本,影响版本,标题,代码位置,修复状态,变更类型
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\flip_coin\FlipCoin.ets:148,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\flip_dices\RollDices.ets:120,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\honest_or_challenge\HonestOrChallenge.ets:67,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\honest_or_challenge\HonestOrChallenge.ets:77,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\random_abcd\RandomABCD.ets:162,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\random_colors\RandomColors.ets:475,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\random_foods\RandomFoods.ets:119,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\random_names\RandomNames.ets:234,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\random_numbers\RandomNumbers.ets:232,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\random_places\RandomPlaces.ets:189,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\trans_qr\TransQR.ets:167,未修复,UX视觉布局变更
"arc(x: number, y: number, radius: number, startAngle: number, endAngle: number, counterclockwise?: boolean): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\form_cards\RollWheelCard.ets:64,未修复,接口行为变更
"arc(x: number, y: number, radius: number, startAngle: number, endAngle: number, counterclockwise?: boolean): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\form_cards\RollWheelCard.ets:95,未修复,接口行为变更
"arc(x: number, y: number, radius: number, startAngle: number, endAngle: number, counterclockwise?: boolean): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\pages\RollPage\RollWheel.ets:29,未修复,接口行为变更
"arc(x: number, y: number, radius: number, startAngle: number, endAngle: number, counterclockwise?: boolean): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\pages\RollPage\RollWheel.ets:62,未修复,接口行为变更
"moveTo(x: number, y: number): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\form_cards\RollWheelCard.ets:63,未修复,接口行为变更
"moveTo(x: number, y: number): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\form_cards\RollWheelCard.ets:94,未修复,接口行为变更
"moveTo(x: number, y: number): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\pages\RollPage\RollWheel.ets:28,未修复,接口行为变更
"moveTo(x: number, y: number): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\pages\RollPage\RollWheel.ets:61,未修复,接口行为变更
"translate(x: number, y: number): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\form_cards\RollWheelCard.ets:74,未修复,接口行为变更
"translate(x: number, y: number): void",ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\pages\RollPage\RollWheel.ets:40,未修复,接口行为变更
rotate(angle: number): void,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\form_cards\RollWheelCard.ets:75,未修复,接口行为变更
rotate(angle: number): void,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-5101/#section159"",""CanvasRenderingContext2D方法传NaN和Infinity值后执行的其他绘制方法由不绘制变更为正常绘制"")",default\src\main\ets\pages\RollPage\RollWheel.ets:41,未修复,接口行为变更
